gene_names,protein_name.x,chr.x,start.x,end.x,pg_adsp,pg_ukb_igap,pg_ukb_eadb,pg_ukb_proxy,adsp_size.x,ukb_size.x,pg_X1_adsp,pg_X2_adsp,pnl_X2_adsp,pg_X1_ukb,pg_X2_ukb,pnl_X2_ukb,stage1_fstat,stage1_X2_fstat,num_snps,adsp_size.y,ukb_size.y,gene_ind,uniprot_id,protein_name.y,chr.y,start.y,end.y
KLK13,Kallikrein-13,19,51559463,51568371,0.782081467036787,0.975622428672608,0.423628080025566,0.969092577473644,10454,313443,0.277177703368819,0.396725306815053,0.413690108789797,0.879521879784834,0.542274110229976,0.273123825236254,77.5744030490289,12.946612167724654,32,10454,313443,1516,Q9UKR3,Kallikrein-13,19,51559463,51568371
KLK14,Kallikrein-14,19,51580752,51587502,0.656380743855096,0.995954423911973,0.973262989363775,0.483563632102606,10454,312360,0.186322883787279,0.251839609445316,0.314542583402559,0.186023253001464,0.101114727455326,0.0922789155430771,196.584686822573,13.6891742690832,24,10454,312360,1517,Q9P0G3,Kallikrein-14,19,51580752,51587502
KLK15,Kallikrein-15,19,51328545,51340469,0.805976459661244,0.0224084108005799,0.243932778692182,0.136147667361453,10454,317608,0.959781309396739,0.9942739704391,0.924663955441616,0.349651150876561,0.408711729359338,0.338852609587223,353.748493215148,106.75523407662136,35,10454,317608,1518,Q9H2R5,Kallikrein-15,19,51328545,51340469
KLK3,Prostate-specific antigen,19,51358171,51364020,0.38171297436493,0.769858050242565,0.573275500939834,0.564198733770584,10454,317421,0.965268922506536,0.852507559811333,0.573273854503448,0.852465278685667,0.776266560065058,0.49209985036947,23.7108453444303,2.3262721427860087,17,10454,317421,1519,P07288,Prostate-specific antigen,19,51358171,51364020
KLK4,Kallikrein-4,19,51409608,51413994,0.837748463047542,0.634947948101859,0.0424476506477537,0.153935268327668,10454,312360,0.0399619539853129,0.0922834240613754,0.459768567113616,0.270557196444075,0.518961921254958,0.754326189791591,155.645475409689,30.5776884051057,34,10454,312360,1520,Q9Y5K2,Kallikrein-4,19,51409608,51413994
KLK6,Kallikrein-6,19,51461887,51472929,0.237643519011951,0.16719590185214,0.73073462077608,0.15476419317352,10454,312615,0.293678680922312,0.221907896284788,0.167155883076572,0.62859973552667,0.852692970072741,0.770964201806785,35.5760945530305,2.692871116200496,15,10454,312615,1521,Q92876,Kallikrein-6,19,51461887,51472929
KLK7,Kallikrein-7,19,51479729,51487355,0.351249757814177,0.933250611283185,0.129517704714645,0.85077402756269,10454,318850,0.424611544966999,0.719204850424047,0.882804761821162,0.126890531563566,0.294633579050313,0.735735940871533,244.930680404705,13.349551828499889,17,10454,318850,1522,P49862,Kallikrein-7,19,51479729,51487355
KLK8,Kallikrein-8,19,51499263,51505967,0.980104555753111,0.90975146130105,0.766294684275387,0.533805787581601,10454,313822,0.999834995884437,0.999729223660262,0.981433797552747,0.0872948193446066,0.14186414292708,0.321654001550731,34.8437716943486,14.556664266553597,32,10454,313822,1523,O60259,Kallikrein-8,19,51499263,51505967
KLKB1,Plasma kallikrein,4,187130133,187179625,0.586904644369318,0.48538423162748,0.674365310709415,0.582525037416678,10454,317978,0.671588440068119,0.569145250524392,0.330368516995418,0.192851237671186,0.267220112516979,0.331336829976048,79.3458507340654,7.62061394976019,32,10454,317978,1524,P03952,Plasma kallikrein,4,187130133,187179625
KLRB1,Killer cell lectin-like receptor subfamily B member 1,12,9747147,9760482,0.466196739614155,0.915239081518279,0.21607777418522,0.548748265257101,10454,312284,0.846899061410546,0.498761896644177,0.244595484201419,0.108372699416537,0.174290022062552,0.338453817361718,97.8480293666293,23.76817838506911,8,10454,312284,1525,Q12918,Killer cell lectin-like receptor subfamily B member 1,12,9747147,9760482
KLRD1,Natural killer cells antigen CD94,12,10378657,10469850,0.932796690731568,0.115203720615508,0.590790166113096,0.597998437609676,10454,312284,0.506807997091842,0.78630714740714,0.841123441277649,0.0549597864891951,0.145412641649,0.677406875919465,316.296812399625,6.493315001542561,14,10454,312284,1527,Q13241,Natural killer cells antigen CD94,12,10378657,10469850
KLRF1,Killer cell lectin-like receptor subfamily F member 1,12,9980077,9997606,0.931797866092969,0.375639458795702,0.52938161061885,0.715200353747738,10454,318326,0.404518052844841,0.281527836856737,0.174934711439624,0.172401947683426,0.364766129174993,0.693738397019309,52.5708810789013,13.238420555581644,12,10454,318326,1528,Q9NZS2,Killer cell lectin-like receptor subfamily F member 1,12,9980077,9997606
KLRK1,NKG2-D type II integral membrane protein,12,10524952,10544473,0.917904927416415,0.432714962222314,0.683122242650265,0.822904238309874,10454,317485,0.520200158917791,0.752224674560431,0.692907045670156,0.90246354498852,0.123410301005372,0.0411590038664355,405.726990203862,4.448954580559256,9,10454,317485,1529,P26718,NKG2-D type II integral membrane protein,12,10524952,10544473
KRT19,"Keratin, type I cytoskeletal 19",17,39679869,39684560,0.76813028593365,0.668404852146049,0.864909457570555,0.531956002651927,10454,312773,0.775484479821688,0.238811955718451,0.0952883230452808,0.785628552539521,0.87605748828684,0.662361588694776,60.702344955833,3.7222904226275917,7,10454,312773,1533,P08727,"Keratin, type I cytoskeletal 19",17,39679869,39684560
KRT5,"Keratin, type II cytoskeletal 5",12,52908359,52914471,0.0260201950153994,0.908591882440483,0.537347706929444,0.842077555103594,10454,313518,0.424393179347703,0.239541992082563,0.136245450937942,0.152788669022349,0.0305475136920167,0.0263523010076225,21.9117855775311,4.3173347904409365,12,10454,313518,1534,P13647,"Keratin, type II cytoskeletal 5",12,52908359,52914471
KYAT1,Kynurenine--oxoglutarate transaminase 1,9,131595221,131644773,0.878965645395166,0.358804108602347,0.371400100900508,0.18879214554246,10454,312689,0.179592279596985,100,,0.611161342801235,,,56.8561334111098,<rpy2.rinterface_lib.sexp.NULLType object at 0x7fef5f1936c0> [RTYPES.NILSXP],3,10454,312689,1537,Q16773,Kynurenine--oxoglutarate transaminase 1,9,131595221,131644773
KYNU,Kynureninase,2,143635067,143799890,0.726432015668262,0.439793649842848,0.592086471910242,0.276888558155602,10454,312284,0.829026504834861,0.942605355525929,0.789050834305635,0.0759620876326714,0.118539929214164,0.290831373636382,143.643497624736,25.0270947111536,13,10454,312284,1538,Q16719,Kynureninase,2,143635067,143799890
LACRT,Extracellular glycoprotein lacritin,12,55024595,55028679,0.1057298772383,0.730159929794161,0.568534015590138,0.366790714267029,10454,317613,0.300713967168108,0.533544783374117,0.666737932579555,0.839281016750044,0.966754997626701,0.870716215902748,10.2314736163106,5.142717822410429,8,10454,317613,1541,Q9GZZ8,Extracellular glycoprotein lacritin,12,55024595,55028679
LACTB2,Endoribonuclease LACTB2,8,71547553,71581409,0.307722238394018,0.719110147815252,0.951380566966872,0.900278601251475,10454,312630,0.422114799929244,100,,0.0210434485431649,,,84.8856928626727,<rpy2.rinterface_lib.sexp.NULLType object at 0x7f511cecc780> [RTYPES.NILSXP],3,10454,312630,1542,Q53H82,Endoribonuclease LACTB2,8,71547553,71581409
LAG3,Lymphocyte activation gene 3 protein,12,6881678,6887621,0.487957913604022,0.922761362574822,0.814007326365362,0.560272348705433,10454,312825,0.302522670994885,0.562420447894613,0.766713426434291,0.0573980943105119,0.0030469041072593,0.0047395358717809,48.8345879023573,3.5442161758004946,13,10454,312825,1543,P18627,Lymphocyte activation gene 3 protein,12,6881678,6887621
LAIR1,Leukocyte-associated immunoglobulin-like receptor 1,19,54865362,54882165,0.563040528388752,0.240849057722152,0.409581713481579,0.567904215232755,10454,312664,0.056233661487758,0.120113489685062,0.441007376338788,0.848078366721076,0.603455258318333,0.323817321517602,462.293729493207,23.835817609670436,19,10454,312664,1544,Q6GTX8,Leukocyte-associated immunoglobulin-like receptor 1,19,54865362,54882165
LAIR2,Leukocyte-associated immunoglobulin-like receptor 2,19,55009100,55021897,0.6124400812686,0.24125051182434,0.601084102422118,0.124092371153927,10454,312918,0.941312668517857,0.794246241356521,0.499837215763145,0.967171478806566,0.725038643411196,0.423216651847816,432.995279012834,269.1155602551486,22,10454,312918,1545,Q6ISS4,Leukocyte-associated immunoglobulin-like receptor 2,19,55009100,55021897
LAMA4,Laminin subunit alpha-4,6,112429963,112576141,0.893653446606633,0.0338359502367164,0.300556403604882,0.171890089278892,10454,312493,0.0490894923757158,0.142893291780596,0.889770756064382,0.406077606075601,0.440143148345167,0.329450911385319,68.8263711026706,20.103871859844197,10,10454,312493,1547,Q16363,Laminin subunit alpha-4,6,112429963,112576141
LAMB1,Laminin subunit beta-1,7,107564244,107643700,0.447988458648533,0.184445751398076,0.529008193315643,0.149225412210643,10454,318239,0.32829999267321,0.0488004093077335,0.0241442050365599,0.190229301966398,0.41049740323603,0.798862316290682,409.310447274963,65.33629689365705,27,10454,318239,1548,P07942,Laminin subunit beta-1,7,107564244,107643700
LAMP3,Lysosome-associated membrane glycoprotein 3,3,182840001,182881627,0.431584394327496,0.0846466569719459,0.402143109671647,0.137568099275222,10454,312340,0.734623631846491,0.899391057352298,0.755256135193348,0.932721870308396,0.896005530263913,0.644822582460432,192.101499663935,12.569879114028248,8,10454,312340,1551,Q9UQV4,Lysosome-associated membrane glycoprotein 3,3,182840001,182881627
LAT2,Linker for activation of T-cells family member 2,7,73613982,73644161,0.932427237974783,0.214153466336724,0.242401604421423,0.328430700800311,10454,312825,0.246648197329332,0.430584613600575,0.558056153859829,0.0205122597315094,0.0251408031839842,0.157427124943705,11.8882142457704,6.380424438757039,2,10454,312825,1556,Q9GZY6,Linker for activation of T-cells family member 2,7,73613982,73644161
LATS1,Serine/threonine-protein kinase LATS1,6,149979289,150039392,0.0985514108412262,0.750028918715201,0.769584125604599,0.885807883799532,10454,318326,0.737611929909019,0.737611929903165,,0.501773860892094,0.524556781331752,,31.0925280024587,<rpy2.rinterface_lib.sexp.NULLType object at 0x7f511cecc780> [RTYPES.NILSXP],2,10454,318326,1557,O95835,Serine/threonine-protein kinase LATS1,6,149979289,150039392
LAYN,Layilin,11,111411005,111432264,0.0641292317483254,0.214440951959637,0.876851225500301,0.90735863880519,10454,312974,0.149984422034169,0.131502059906398,0.158858315610294,0.922446789513434,0.922861476152676,0.697510524525396,168.023216328442,8.494046001914251,5,10454,312974,1558,Q6UX15,Layilin,11,111411005,111432264
LBP,Lipopolysaccharide-binding protein,20,36974759,37005665,0.925007436973163,0.155382888148803,0.565357334820483,0.240171036809377,10454,312497,0.340906123099801,0.0556707018395624,0.0273371277651845,0.959908340785745,0.1056195923077,0.0340281568813762,727.549808952399,389.90430889051015,18,10454,312497,1559,P18428,Lipopolysaccharide-binding protein,20,36974759,37005665
LCAT,Phosphatidylcholine-sterol acyltransferase,16,67973653,67978034,0.842656977027139,0.951016812020017,0.828938616579816,0.890033621112918,10454,317378,0.762678588694594,0.864132487655023,0.654019419351294,0.023186424019353,0.0727059917903657,0.766494860866835,82.2559569017613,2.4746783989090178,3,10454,317378,1561,P04180,Phosphatidylcholine-sterol acyltransferase,16,67973653,67978034
LCN15,Lipocalin-15,9,139654086,139660707,0.00389248340607806,0.0015034245820002,0.00398490232164306,0.00201814552874646,10454,317463,0.0001588512154261,0.0007985687480005,0.966307347110101,0.387626943305487,0.68772727952104,0.961304712341123,317.325825419017,23.593067827110037,11,10454,317463,1562,Q6UWW0,Lipocalin-15,9,139654086,139660707
LCP1,Plastin-2,13,46700055,46786006,0.0562576831187077,0.27355455417975,0.407496714920078,0.229171295865716,10454,317421,0.181997337061132,0.106829428525736,0.100868232104613,0.882623905420988,0.91840404857396,0.700033700445307,966.352417111566,370.98338944254505,17,10454,317421,1564,P13796,Plastin-2,13,46700055,46786006
LDLRAP1,Low density lipoprotein receptor adapter protein 1,1,25870071,25895377,0.685976026953175,0.972305847882303,0.874432446560126,0.321971750023476,10454,317463,0.967041907892748,0.978437020809877,0.837832333984278,0.903635144370413,0.0585955646516766,0.0173608184536577,13.9835000251982,4.309825348390238,3,10454,317463,1566,Q5SW96,Low density lipoprotein receptor adapter protein 1,1,25870071,25895377
LECT2,Leukocyte cell-derived chemotaxin-2,5,135257968,135290723,0.454434610455635,0.961646944369246,0.935931390481435,0.60831474214952,10454,317414,0.938134213656982,0.474323276253003,0.222894569916468,0.377141614094885,0.288001261210967,0.191039752193444,1147.16227320841,19.394297710570942,23,10454,317414,1567,O14960,Leukocyte cell-derived chemotaxin-2,5,135257968,135290723
LEFTY2,Left-right determination factor 2,1,226124298,226129189,0.802619632121671,0.427017063684322,0.416379544906298,0.988752054511034,10454,312418,0.664518984929834,0.748814133148775,0.5320688772956,0.239227710380603,0.235226325545997,0.219249748177096,1327.7070646929,74.38631824345492,14,10454,312418,1568,O00292,Left-right determination factor 2,1,226124298,226129189
LEG1,Protein LEG1 homolog,6,127840600,127912962,0.830665865136613,0.923414085415889,0.429703379500574,0.922396494099462,10454,319121,0.960332699987384,0.834425799455838,0.548766181738752,0.870762666153433,0.324831557248034,0.136019210882829,152.013474743241,3.9732931014410378,10,10454,319121,1569,Q6P5S2,Protein LEG1 homolog,6,127840600,127912962
LEP,Leptin,7,127881337,127897681,0.807519072349892,0.674221827617564,0.821770266165433,0.815885628911966,10454,312630,0.9896781189633,0.954425088654756,0.760247033847593,0.767258979727543,0.950162679795675,0.903659456484789,10.8845734620168,4.376078056655524,5,10454,312630,1572,P41159,Leptin,7,127881337,127897681
LEPR,Leptin receptor,1,65886248,66107242,0.669483381491884,0.0874791035982889,0.273719801204004,0.701194653482851,10454,312631,0.709848724913374,0.869855294945064,0.707855271948031,0.0479738625393138,0.0816489202466195,0.29431953353999,96.7781525533892,2.962917127948093,18,10454,312631,1573,P48357,Leptin receptor,1,65886248,66107242
LGALS1,Galectin-1,22,38071615,38075813,0.802612169539671,0.9825858579672,0.455330356905881,0.757883341818213,10454,312630,0.610167855771024,0.867918012257936,0.878429741071003,0.427505245136037,0.728768297996325,0.954829028543714,179.730402887632,20.212569159703637,9,10454,312630,1575,P09382,Galectin-1,22,38071615,38075813
LGALS3,Galectin-3,14,55590828,55612126,0.0687696327565199,0.861191904886038,0.673259306257881,0.70596517491873,10454,312558,0.6934212853347,0.345911732201041,0.16069751955001,0.117477582599759,0.223526664045677,0.460030486266417,1751.45670677665,156.33768509238504,6,10454,312558,1576,P17931,Galectin-3,14,55590828,55612126
LGALS3BP,Galectin-3-binding protein,17,76967320,76976191,0.0828192229128958,0.188340001868628,0.324602073811529,0.436914365110216,10454,317354,0.212196996659395,0.27587547045225,0.312693752197845,0.0065768128002297,0.0246024397300938,0.874921950921199,21.7919150129396,3.01367783697512,7,10454,317354,1577,Q08380,Galectin-3-binding protein,17,76967320,76976191
LGALS4,Galectin-4,19,39292311,39304004,0.00358283253850672,0.387195827883004,0.214306723389654,0.389096534999905,10454,312664,0.338521255910042,0.482322530358664,0.461489804173158,0.222393535028481,0.0218327369334839,0.0130684303597724,37.0349313915709,3.29782863368662,14,10454,312664,1578,P56470,Galectin-4,19,39292311,39304004
LGALS7_LGALS7B,Galectin-7,19,39261611,39282389,0.76365529302907,0.763139963515297,0.502168789271406,0.792665182001645,10454,312773,0.907095450455232,0.978697191765092,0.863754116265721,0.0197892334893398,0.0340954953724885,0.249376317643292,87.8262905605483,4.7954506963999455,11,10454,312773,1579,P47929,Galectin-7,19,39261611,39282389
LGALS8,Galectin-8,1,236681300,236716281,0.0550604089674661,0.742504130872155,0.76018314593574,0.369413299230007,10454,312346,0.465785996864704,0.499202867162835,0.35443514145795,0.553029381353693,0.794338389744076,0.741773714862432,68.0524165593599,7.706769109989316,15,10454,312346,1580,O00214,Galectin-8,1,236681300,236716281
LGALS9,Galectin-9,17,25956824,25976586,0.432007934433288,0.152343029743427,0.635753967273321,0.720456347911272,10454,312665,0.900038204105795,0.825371118919541,0.544069762666733,0.585260579169549,0.855459975967561,0.904399015352224,675.502230447045,16.04103244775611,8,10454,312665,1581,O00182,Galectin-9,17,25956824,25976586
LGMN,Legumain,14,93170152,93215047,0.411596425015243,0.667631830478282,0.922860410951633,0.683156287499735,10454,312493,0.996054783279983,0.997896605930638,0.94840990781286,0.480868409048163,0.736555914950236,0.734913648489369,56.4208732260565,9.624103584814971,24,10454,312493,1582,Q99538,Legumain,14,93170152,93215047
